,stroke_type,admissions,proportion_of_all_with_ivt,proportion_of_all_with_mt,proportion_of_mt_with_ivt,proportion1_of_all_with_onset_known_ivt,proportion2_of_mask1_with_onset_to_arrival_on_time_ivt,proportion3_of_mask2_with_arrival_to_scan_on_time_ivt,proportion4_of_mask3_with_onset_to_scan_on_time_ivt,proportion5_of_mask4_with_enough_time_to_treat_ivt,proportion6_of_mask5_with_treated_ivt,lognorm_mu_onset_arrival_mins_ivt,lognorm_sigma_onset_arrival_mins_ivt,lognorm_mu_arrival_scan_arrival_mins_ivt,lognorm_sigma_arrival_scan_arrival_mins_ivt,lognorm_mu_scan_needle_mins_ivt,lognorm_sigma_scan_needle_mins_ivt,proportion1_of_all_with_onset_known_mt,proportion2_of_mask1_with_onset_to_arrival_on_time_mt,proportion3_of_mask2_with_arrival_to_scan_on_time_mt,proportion4_of_mask3_with_onset_to_scan_on_time_mt,proportion5_of_mask4_with_enough_time_to_treat_mt,proportion6_of_mask5_with_treated_mt,lognorm_mu_onset_arrival_mins_mt,lognorm_sigma_onset_arrival_mins_mt,lognorm_mu_arrival_scan_arrival_mins_mt,lognorm_sigma_arrival_scan_arrival_mins_mt,lognorm_mu_scan_puncture_mins_mt,lognorm_sigma_scan_puncture_mins_mt,proportion_of_all_with_mask6_and_ivt,proportion_of_all_with_mask6_and_mt,stroke_team,scenario
9 / mixed / speed,mixed,247.6,0.204565,0.007766,0.555556,0.653473,0.767614,0.95,0.921053,1.0,0.466071,4.635671,0.504668,2.70805,0.0,3.555815,0.718824,0.653473,0.834363,0.95,0.941529,1.0,0.015924,4.717927,0.559626,2.70805,0.0,,,0.204565,0.007766,9,speed
9 / lvo / onset + benchmark,lvo,40.0,0.48,0.035,0.5,0.65,0.938462,0.991803,1.0,1.0,0.793388,4.499044,0.409282,2.717909,0.744702,3.565222,0.795536,0.65,0.969231,0.992063,1.0,1.0,0.056,4.533991,0.446972,2.719697,0.739537,,,0.48,0.035,9,onset + benchmark
9 / nlvo / onset + benchmark,nlvo,176.2,0.231371,0.003405,0.75,0.668558,0.713073,0.97619,0.9,1.0,0.552408,4.696865,0.481506,3.104713,0.883568,3.550779,0.676628,0.668558,0.792869,0.987152,0.924078,1.0,0.007042,4.795232,0.544431,3.198285,0.95031,,,0.231371,0.003405,9,onset + benchmark
9 / other / onset + benchmark,other,31.4,0.0,0.0,,0.608578,0.877778,0.974684,0.909091,1.0,0.0,4.521333,0.675694,3.313136,0.908084,,,0.608578,0.911111,0.987805,0.950617,1.0,0.0,4.560301,0.692959,3.392685,0.965935,,,0.0,0.0,9,onset + benchmark
9 / mixed / onset + benchmark,mixed,247.6,0.246365,0.008078,0.555556,0.653473,0.767614,0.979066,0.921053,1.0,0.544643,4.635671,0.504668,3.05413,0.87846,3.555815,0.718824,0.653473,0.834363,0.988148,0.941529,1.0,0.015924,4.717927,0.559626,3.132203,0.938547,,,0.246365,0.008078,9,onset + benchmark
9 / lvo / speed + benchmark,lvo,40.0,0.459769,0.033516,0.5,0.65,0.938462,0.95,1.0,1.0,0.793388,4.499044,0.409282,2.70805,0.0,3.565222,0.795536,0.65,0.969231,0.95,1.0,1.0,0.056,4.533991,0.446972,2.70805,0.0,,,0.459769,0.033516,9,speed + benchmark
9 / nlvo / speed + benchmark,nlvo,176.2,0.225164,0.003277,0.75,0.668558,0.713073,0.95,0.9,1.0,0.552408,4.696865,0.481506,2.70805,0.0,3.550779,0.676628,0.668558,0.792869,0.95,0.924078,1.0,0.007042,4.795232,0.544431,2.70805,0.0,,,0.225164,0.003277,9,speed + benchmark
9 / other / speed + benchmark,other,31.4,0.0,0.0,,0.573248,0.877778,0.95,0.909091,1.0,0.0,4.521333,0.675694,2.70805,0.0,,,0.573248,0.911111,0.95,0.950617,1.0,0.0,4.560301,0.692959,2.70805,0.0,,,0.0,0.0,9,speed + benchmark
9 / mixed / speed + benchmark,mixed,247.6,0.239051,0.007766,0.555556,0.653473,0.767614,0.95,0.921053,1.0,0.544643,4.635671,0.504668,2.70805,0.0,3.555815,0.718824,0.653473,0.834363,0.95,0.941529,1.0,0.015924,4.717927,0.559626,2.70805,0.0,,,0.239051,0.007766,9,speed + benchmark
9 / lvo / speed + onset,lvo,40.0,0.435822,0.033516,0.5,0.65,0.938462,0.95,1.0,1.0,0.752066,4.499044,0.409282,2.70805,0.0,3.565222,0.795536,0.65,0.969231,0.95,1.0,1.0,0.056,4.533991,0.446972,2.70805,0.0,,,0.435822,0.033516,9,speed + onset
9 / nlvo / speed + onset,nlvo,176.2,0.187786,0.003277,0.75,0.668558,0.713073,0.95,0.9,1.0,0.460705,4.696865,0.481506,2.70805,0.0,3.550779,0.676628,0.668558,0.792869,0.95,0.924078,1.0,0.007042,4.795232,0.544431,2.70805,0.0,,,0.187786,0.003277,9,speed + onset
9 / other / speed + onset,other,31.4,0.0,0.0,,0.608578,0.877778,0.95,0.909091,1.0,0.0,4.521333,0.675694,2.70805,0.0,,,0.608578,0.911111,0.95,0.950617,1.0,0.0,4.560301,0.692959,2.70805,0.0,,,0.0,0.0,9,speed + onset
9 / mixed / speed + onset,mixed,247.6,0.204565,0.007766,0.555556,0.653473,0.767614,0.95,0.921053,1.0,0.466071,4.635671,0.504668,2.70805,0.0,3.555815,0.718824,0.653473,0.834363,0.95,0.941529,1.0,0.015924,4.717927,0.559626,2.70805,0.0,,,0.204565,0.007766,9,speed + onset
9 / lvo / speed + onset + benchmark,lvo,40.0,0.459769,0.033516,0.5,0.65,0.938462,0.95,1.0,1.0,0.793388,4.499044,0.409282,2.70805,0.0,3.565222,0.795536,0.65,0.969231,0.95,1.0,1.0,0.056,4.533991,0.446972,2.70805,0.0,,,0.459769,0.033516,9,speed + onset + benchmark
9 / nlvo / speed + onset + benchmark,nlvo,176.2,0.225164,0.003277,0.75,0.668558,0.713073,0.95,0.9,1.0,0.552408,4.696865,0.481506,2.70805,0.0,3.550779,0.676628,0.668558,0.792869,0.95,0.924078,1.0,0.007042,4.795232,0.544431,2.70805,0.0,,,0.225164,0.003277,9,speed + onset + benchmark
9 / other / speed + onset + benchmark,other,31.4,0.0,0.0,,0.608578,0.877778,0.95,0.909091,1.0,0.0,4.521333,0.675694,2.70805,0.0,,,0.608578,0.911111,0.95,0.950617,1.0,0.0,4.560301,0.692959,2.70805,0.0,,,0.0,0.0,9,speed + onset + benchmark
9 / mixed / speed + onset + benchmark,mixed,247.6,0.239051,0.007766,0.555556,0.653473,0.767614,0.95,0.921053,1.0,0.544643,4.635671,0.504668,2.70805,0.0,3.555815,0.718824,0.653473,0.834363,0.95,0.941529,1.0,0.015924,4.717927,0.559626,2.70805,0.0,,,0.239051,0.007766,9,speed + onset + benchmark
10 / lvo / base,lvo,71.6,0.360335,0.067039,0.625,0.555866,0.919598,0.994536,0.978022,1.0,0.550562,4.271005,0.575274,3.345717,0.775047,3.451217,0.964868,0.555866,0.944724,0.994681,0.97861,1.0,0.087432,4.307616,0.609792,3.360028,0.833743,4.534174,1.08331,0.273743,0.044693,10,base
10 / nlvo / base,nlvo,153.8,0.149545,0.002601,0.5,0.557867,0.74359,0.940439,0.906667,1.0,0.327206,4.455429,0.593081,3.629374,0.722958,3.388683,0.765041,0.557867,0.797203,0.979532,0.913433,1.0,0.0,4.540227,0.65489,3.773835,0.838065,,,0.115735,0.0,10,base
10 / other / base,other,36.0,0.0,0.0,,0.6,0.888889,0.947917,0.923077,1.0,0.0,4.460166,0.525017,3.555701,0.795964,,,0.6,0.925926,0.97,0.938144,1.0,0.0,4.511925,0.574677,3.636608,0.865077,,,0.0,0.0,10,base
10 / mixed / base,mixed,261.4,0.186687,0.019893,0.615385,0.563122,0.8125,0.958194,0.931937,1.0,0.350187,4.399752,0.582614,3.527577,0.760962,3.421455,0.873726,0.563122,0.855978,0.98254,0.936995,1.0,0.027586,4.466321,0.637076,3.62732,0.859255,4.534174,1.08331,0.143076,0.012242,10,base
10 / lvo / benchmark,lvo,71.6,0.346369,0.044693,0.625,0.555866,0.919598,0.994536,0.978022,1.0,0.696629,4.271005,0.575274,3.345717,0.775047,3.451217,0.964868,0.555866,0.944724,0.994681,0.97861,1.0,0.087432,4.307616,0.609792,3.360028,0.833743,4.534174,1.08331,0.346369,0.044693,10,benchmark
10 / nlvo / benchmark,nlvo,153.8,0.176853,0.0,0.5,0.557867,0.74359,0.940439,0.906667,1.0,0.5,4.455429,0.593081,3.629374,0.722958,3.388683,0.765041,0.557867,0.797203,0.979532,0.913433,1.0,0.0,4.540227,0.65489,3.773835,0.838065,,,0.176853,0.0,10,benchmark
10 / other / benchmark,other,36.0,0.0,0.0,,0.6,0.888889,0.947917,0.923077,1.0,0.0,4.460166,0.525017,3.555701,0.795964,,,0.6,0.925926,0.97,0.938144,1.0,0.0,4.511925,0.574677,3.636608,0.865077,,,0.0,0.0,10,benchmark
10 / mixed / benchmark,mixed,261.4,0.204285,0.012242,0.615385,0.563122,0.8125,0.958194,0.931937,1.0,0.5,4.399752,0.582614,3.527577,0.760962,3.421455,0.873726,0.563122,0.855978,0.98254,0.936995,1.0,0.027586,4.466321,0.637076,3.62732,0.859255,4.534174,1.08331,0.204285,0.012242,10,benchmark
10 / lvo / onset,lvo,71.6,0.299832,0.048952,0.625,0.608843,0.919598,0.994536,0.978022,1.0,0.550562,4.271005,0.575274,3.345717,0.775047,3.451217,0.964868,0.608843,0.944724,0.994681,0.97861,1.0,0.087432,4.307616,0.609792,3.360028,0.833743,4.534174,1.08331,0.299832,0.048952,10,onset
10 / nlvo / onset,nlvo,153.8,0.12396,0.0,0.5,0.597516,0.74359,0.940439,0.906667,1.0,0.327206,4.455429,0.593081,3.629374,0.722958,3.388683,0.765041,0.597516,0.797203,0.979532,0.913433,1.0,0.0,4.540227,0.65489,3.773835,0.838065,,,0.12396,0.0,10,onset
10 / other / onset,other,36.0,0.0,0.0,,0.608578,0.888889,0.947917,0.923077,1.0,0.0,4.460166,0.525017,3.555701,0.795964,,,0.608578,0.925926,0.97,0.938144,1.0,0.0,4.511925,0.574677,3.636608,0.865077,,,0.0,0.0,10,onset
10 / mixed / onset,mixed,261.4,0.15459,0.013227,0.615385,0.608442,0.8125,0.958194,0.931937,1.0,0.350187,4.399752,0.582614,3.527577,0.760962,3.421455,0.873726,0.608442,0.855978,0.98254,0.936995,1.0,0.027586,4.466321,0.637076,3.62732,0.859255,4.534174,1.08331,0.15459,0.013227,10,onset
10 / lvo / speed,lvo,71.6,0.261485,0.042685,0.625,0.555866,0.919598,0.95,0.978022,1.0,0.550562,4.271005,0.575274,2.70805,0.0,3.451217,0.964868,0.555866,0.944724,0.95,0.97861,1.0,0.087432,4.307616,0.609792,2.70805,0.0,4.534174,1.08331,0.261485,0.042685,10,speed
10 / nlvo / speed,nlvo,153.8,0.116911,0.0,0.5,0.557867,0.74359,0.95,0.906667,1.0,0.327206,4.455429,0.593081,2.70805,0.0,3.388683,0.765041,0.557867,0.797203,0.95,0.913433,1.0,0.0,4.540227,0.65489,2.70805,0.0,,,0.116911,0.0,10,speed
10 / other / speed,other,36.0,0.0,0.0,,0.6,0.888889,0.95,0.923077,1.0,0.0,4.460166,0.525017,2.70805,0.0,,,0.6,0.925926,0.95,0.938144,1.0,0.0,4.511925,0.574677,2.70805,0.0,,,0.0,0.0,10,speed
10 / mixed / speed,mixed,261.4,0.141852,0.011836,0.615385,0.563122,0.8125,0.95,0.931937,1.0,0.350187,4.399752,0.582614,2.70805,0.0,3.421455,0.873726,0.563122,0.855978,0.95,0.936995,1.0,0.027586,4.466321,0.637076,2.70805,0.0,4.534174,1.08331,0.141852,0.011836,10,speed
10 / lvo / onset + benchmark,lvo,71.6,0.37938,0.048952,0.625,0.608843,0.919598,0.994536,0.978022,1.0,0.696629,4.271005,0.575274,3.345717,0.775047,3.451217,0.964868,0.608843,0.944724,0.994681,0.97861,1.0,0.087432,4.307616,0.609792,3.360028,0.833743,4.534174,1.08331,0.37938,0.048952,10,onset + benchmark
10 / nlvo / onset + benchmark,nlvo,153.8,0.189423,0.0,0.5,0.597516,0.74359,0.940439,0.906667,1.0,0.5,4.455429,0.593081,3.629374,0.722958,3.388683,0.765041,0.597516,0.797203,0.979532,0.913433,1.0,0.0,4.540227,0.65489,3.773835,0.838065,,,0.189423,0.0,10,onset + benchmark
10 / other / onset + benchmark,other,36.0,0.0,0.0,,0.608578,0.888889,0.947917,0.923077,1.0,0.0,4.460166,0.525017,3.555701,0.795964,,,0.608578,0.925926,0.97,0.938144,1.0,0.0,4.511925,0.574677,3.636608,0.865077,,,0.0,0.0,10,onset + benchmark
10 / mixed / onset + benchmark,mixed,261.4,0.220725,0.013227,0.615385,0.608442,0.8125,0.958194,0.931937,1.0,0.5,4.399752,0.582614,3.527577,0.760962,3.421455,0.873726,0.608442,0.855978,0.98254,0.936995,1.0,0.027586,4.466321,0.637076,3.62732,0.859255,4.534174,1.08331,0.220725,0.013227,10,onset + benchmark
10 / lvo / speed + benchmark,lvo,71.6,0.330858,0.042685,0.625,0.555866,0.919598,0.95,0.978022,1.0,0.696629,4.271005,0.575274,2.70805,0.0,3.451217,0.964868,0.555866,0.944724,0.95,0.97861,1.0,0.087432,4.307616,0.609792,2.70805,0.0,4.534174,1.08331,0.330858,0.042685,10,speed + benchmark
10 / nlvo / speed + benchmark,nlvo,153.8,0.178651,0.0,0.5,0.557867,0.74359,0.95,0.906667,1.0,0.5,4.455429,0.593081,2.70805,0.0,3.388683,0.765041,0.557867,0.797203,0.95,0.913433,1.0,0.0,4.540227,0.65489,2.70805,0.0,,,0.178651,0.0,10,speed + benchmark
10 / other / speed + benchmark,other,36.0,0.0,0.0,,0.6,0.888889,0.95,0.923077,1.0,0.0,4.460166,0.525017,2.70805,0.0,,,0.6,0.925926,0.95,0.938144,1.0,0.0,4.511925,0.574677,2.70805,0.0,,,0.0,0.0,10,speed + benchmark
10 / mixed / speed + benchmark,mixed,261.4,0.202538,0.011836,0.615385,0.563122,0.8125,0.95,0.931937,1.0,0.5,4.399752,0.582614,2.70805,0.0,3.421455,0.873726,0.563122,0.855978,0.95,0.936995,1.0,0.027586,4.466321,0.637076,2.70805,0.0,4.534174,1.08331,0.202538,0.011836,10,speed + benchmark
10 / lvo / speed + onset,lvo,71.6,0.286406,0.046753,0.625,0.608843,0.919598,0.95,0.978022,1.0,0.550562,4.271005,0.575274,2.70805,0.0,3.451217,0.964868,0.608843,0.944724,0.95,0.97861,1.0,0.087432,4.307616,0.609792,2.70805,0.0,4.534174,1.08331,0.286406,0.046753,10,speed + onset
10 / nlvo / speed + onset,nlvo,153.8,0.125221,0.0,0.5,0.597516,0.74359,0.95,0.906667,1.0,0.327206,4.455429,0.593081,2.70805,0.0,3.388683,0.765041,0.597516,0.797203,0.95,0.913433,1.0,0.0,4.540227,0.65489,2.70805,0.0,,,0.125221,0.0,10,speed + onset
10 / other / speed + onset,other,36.0,0.0,0.0,,0.608578,0.888889,0.95,0.923077,1.0,0.0,4.460166,0.525017,2.70805,0.0,,,0.608578,0.925926,0.95,0.938144,1.0,0.0,4.511925,0.574677,2.70805,0.0,,,0.0,0.0,10,speed + onset
10 / mixed / speed + onset,mixed,261.4,0.153268,0.012789,0.615385,0.608442,0.8125,0.95,0.931937,1.0,0.350187,4.399752,0.582614,2.70805,0.0,3.421455,0.873726,0.608442,0.855978,0.95,0.936995,1.0,0.027586,4.466321,0.637076,2.70805,0.0,4.534174,1.08331,0.153268,0.012789,10,speed + onset
10 / lvo / speed + onset + benchmark,lvo,71.6,0.362391,0.046753,0.625,0.608843,0.919598,0.95,0.978022,1.0,0.696629,4.271005,0.575274,2.70805,0.0,3.451217,0.964868,0.608843,0.944724,0.95,0.97861,1.0,0.087432,4.307616,0.609792,2.70805,0.0,4.534174,1.08331,0.362391,0.046753,10,speed + onset + benchmark
10 / nlvo / speed + onset + benchmark,nlvo,153.8,0.191348,0.0,0.5,0.597516,0.74359,0.95,0.906667,1.0,0.5,4.455429,0.593081,2.70805,0.0,3.388683,0.765041,0.597516,0.797203,0.95,0.913433,1.0,0.0,4.540227,0.65489,2.70805,0.0,,,0.191348,0.0,10,speed + onset + benchmark
10 / other / speed + onset + benchmark,other,36.0,0.0,0.0,,0.608578,0.888889,0.95,0.923077,1.0,0.0,4.460166,0.525017,2.70805,0.0,,,0.608578,0.925926,0.95,0.938144,1.0,0.0,4.511925,0.574677,2.70805,0.0,,,0.0,0.0,10,speed + onset + benchmark
10 / mixed / speed + onset + benchmark,mixed,261.4,0.218838,0.012789,0.615385,0.608442,0.8125,0.95,0.931937,1.0,0.5,4.399752,0.582614,2.70805,0.0,3.421455,0.873726,0.608442,0.855978,0.95,0.936995,1.0,0.027586,4.466321,0.637076,2.70805,0.0,4.534174,1.08331,0.218838,0.012789,10,speed + onset + benchmark
11 / lvo / base,lvo,70.4,0.559659,0.034091,0.666667,0.369318,0.969231,1.0,1.0,1.0,0.777778,4.314145,0.494908,2.588615,0.76761,3.576811,0.628773,0.369318,0.976923,1.0,1.0,1.0,0.03937,4.32393,0.505124,2.591821,0.765411,,,0.278409,0.014205,11,base
11 / nlvo / base,nlvo,242.6,0.145095,0.0,,0.286892,0.772989,0.947955,0.909804,1.0,0.353448,4.496924,0.495078,3.224012,0.975621,3.579196,0.455263,0.286892,0.836207,0.958763,0.9319,1.0,0.0,4.590109,0.578057,3.339495,1.048679,,,0.067601,0.0,11,base
11 / other / base,other,52.4,0.0,0.0,,0.274809,0.805556,0.965517,0.928571,1.0,0.0,4.355564,0.630227,2.91205,0.892233,,,0.274809,0.888889,1.0,0.921875,1.0,0.0,4.478102,0.712497,3.105674,1.087178,,,0.0,0.0,11,base
11 / mixed / base,mixed,365.4,0.20416,0.006568,0.666667,0.30104,0.823636,0.96468,0.938215,1.0,0.439024,4.427986,0.519869,3.000832,0.950322,3.577898,0.555009,0.30104,0.876364,0.975104,0.948936,1.0,0.011211,4.505102,0.589853,3.105625,1.035399,,,0.098522,0.002737,11,base
11 / lvo / benchmark,lvo,70.4,0.278409,0.014205,0.666667,0.369318,0.969231,1.0,1.0,1.0,0.777778,4.314145,0.494908,2.588615,0.76761,3.576811,0.628773,0.369318,0.976923,1.0,1.0,1.0,0.03937,4.32393,0.505124,2.591821,0.765411,,,0.278409,0.014205,11,benchmark
11 / nlvo / benchmark,nlvo,242.6,0.076505,0.0,,0.286892,0.772989,0.947955,0.909804,1.0,0.4,4.496924,0.495078,3.224012,0.975621,3.579196,0.455263,0.286892,0.836207,0.958763,0.9319,1.0,0.0,4.590109,0.578057,3.339495,1.048679,,,0.076505,0.0,11,benchmark
11 / other / benchmark,other,52.4,0.0,0.0,,0.274809,0.805556,0.965517,0.928571,1.0,0.0,4.355564,0.630227,2.91205,0.892233,,,0.274809,0.888889,1.0,0.921875,1.0,0.0,4.478102,0.712497,3.105674,1.087178,,,0.0,0.0,11,benchmark
11 / mixed / benchmark,mixed,365.4,0.106185,0.002737,0.666667,0.30104,0.823636,0.96468,0.938215,1.0,0.473171,4.427986,0.519869,3.000832,0.950322,3.577898,0.555009,0.30104,0.876364,0.975104,0.948936,1.0,0.011211,4.505102,0.589853,3.105625,1.035399,,,0.106185,0.002737,11,benchmark
11 / lvo / onset,lvo,70.4,0.458974,0.023417,0.666667,0.608843,0.969231,1.0,1.0,1.0,0.777778,4.314145,0.494908,2.588615,0.76761,3.576811,0.628773,0.608843,0.976923,1.0,1.0,1.0,0.03937,4.32393,0.505124,2.591821,0.765411,,,0.458974,0.023417,11,onset
11 / nlvo / onset,nlvo,242.6,0.140794,0.0,,0.597516,0.772989,0.947955,0.909804,1.0,0.353448,4.496924,0.495078,3.224012,0.975621,3.579196,0.455263,0.597516,0.836207,0.958763,0.9319,1.0,0.0,4.590109,0.578057,3.339495,1.048679,,,0.140794,0.0,11,onset
11 / other / onset,other,52.4,0.0,0.0,,0.608578,0.805556,0.965517,0.928571,1.0,0.0,4.355564,0.630227,2.91205,0.892233,,,0.608578,0.888889,1.0,0.921875,1.0,0.0,4.478102,0.712497,3.105674,1.087178,,,0.0,0.0,11,onset
11 / mixed / onset,mixed,365.4,0.199126,0.005531,0.666667,0.608442,0.823636,0.96468,0.938215,1.0,0.439024,4.427986,0.519869,3.000832,0.950322,3.577898,0.555009,0.608442,0.876364,0.975104,0.948936,1.0,0.011211,4.505102,0.589853,3.105625,1.035399,,,0.199126,0.005531,11,onset
11 / lvo / speed,lvo,70.4,0.264489,0.013494,0.666667,0.369318,0.969231,0.95,1.0,1.0,0.777778,4.314145,0.494908,2.588615,0.0,3.576811,0.628773,0.369318,0.976923,0.95,1.0,1.0,0.03937,4.32393,0.505124,2.591821,0.0,,,0.264489,0.013494,11,speed
11 / nlvo / speed,nlvo,242.6,0.067747,0.0,,0.286892,0.772989,0.95,0.909804,1.0,0.353448,4.496924,0.495078,2.70805,0.0,3.579196,0.455263,0.286892,0.836207,0.95,0.9319,1.0,0.0,4.590109,0.578057,2.70805,0.0,,,0.067747,0.0,11,speed
11 / other / speed,other,52.4,0.0,0.0,,0.274809,0.805556,0.95,0.928571,1.0,0.0,4.355564,0.630227,2.70805,0.0,,,0.274809,0.888889,0.95,0.921875,1.0,0.0,4.478102,0.712497,2.70805,0.0,,,0.0,0.0,11,speed
11 / mixed / speed,mixed,365.4,0.097023,0.002666,0.666667,0.30104,0.823636,0.95,0.938215,1.0,0.439024,4.427986,0.519869,2.70805,0.0,3.577898,0.555009,0.30104,0.876364,0.95,0.948936,1.0,0.011211,4.505102,0.589853,2.70805,0.0,,,0.097023,0.002666,11,speed
11 / lvo / onset + benchmark,lvo,70.4,0.458974,0.023417,0.666667,0.608843,0.969231,1.0,1.0,1.0,0.777778,4.314145,0.494908,2.588615,0.76761,3.576811,0.628773,0.608843,0.976923,1.0,1.0,1.0,0.03937,4.32393,0.505124,2.591821,0.765411,,,0.458974,0.023417,11,onset + benchmark
11 / nlvo / onset + benchmark,nlvo,242.6,0.159338,0.0,,0.597516,0.772989,0.947955,0.909804,1.0,0.4,4.496924,0.495078,3.224012,0.975621,3.579196,0.455263,0.597516,0.836207,0.958763,0.9319,1.0,0.0,4.590109,0.578057,3.339495,1.048679,,,0.159338,0.0,11,onset + benchmark
11 / other / onset + benchmark,other,52.4,0.0,0.0,,0.608578,0.805556,0.965517,0.928571,1.0,0.0,4.355564,0.630227,2.91205,0.892233,,,0.608578,0.888889,1.0,0.921875,1.0,0.0,4.478102,0.712497,3.105674,1.087178,,,0.0,0.0,11,onset + benchmark
11 / mixed / onset + benchmark,mixed,365.4,0.214614,0.005531,0.666667,0.608442,0.823636,0.96468,0.938215,1.0,0.473171,4.427986,0.519869,3.000832,0.950322,3.577898,0.555009,0.608442,0.876364,0.975104,0.948936,1.0,0.011211,4.505102,0.589853,3.105625,1.035399,,,0.214614,0.005531,11,onset + benchmark
11 / lvo / speed + benchmark,lvo,70.4,0.264489,0.013494,0.666667,0.369318,0.969231,0.95,1.0,1.0,0.777778,4.314145,0.494908,2.588615,0.0,3.576811,0.628773,0.369318,0.976923,0.95,1.0,1.0,0.03937,4.32393,0.505124,2.591821,0.0,,,0.264489,0.013494,11,speed + benchmark
11 / nlvo / speed + benchmark,nlvo,242.6,0.07667,0.0,,0.286892,0.772989,0.95,0.909804,1.0,0.4,4.496924,0.495078,2.70805,0.0,3.579196,0.455263,0.286892,0.836207,0.95,0.9319,1.0,0.0,4.590109,0.578057,2.70805,0.0,,,0.07667,0.0,11,speed + benchmark
11 / other / speed + benchmark,other,52.4,0.0,0.0,,0.274809,0.805556,0.95,0.928571,1.0,0.0,4.355564,0.630227,2.70805,0.0,,,0.274809,0.888889,0.95,0.921875,1.0,0.0,4.478102,0.712497,2.70805,0.0,,,0.0,0.0,11,speed + benchmark
11 / mixed / speed + benchmark,mixed,365.4,0.104569,0.002666,0.666667,0.30104,0.823636,0.95,0.938215,1.0,0.473171,4.427986,0.519869,2.70805,0.0,3.577898,0.555009,0.30104,0.876364,0.95,0.948936,1.0,0.011211,4.505102,0.589853,2.70805,0.0,,,0.104569,0.002666,11,speed + benchmark
11 / lvo / speed + onset,lvo,70.4,0.436025,0.022246,0.666667,0.608843,0.969231,0.95,1.0,1.0,0.777778,4.314145,0.494908,2.588615,0.0,3.576811,0.628773,0.608843,0.976923,0.95,1.0,1.0,0.03937,4.32393,0.505124,2.591821,0.0,,,0.436025,0.022246,11,speed + onset
11 / nlvo / speed + onset,nlvo,242.6,0.141098,0.0,,0.597516,0.772989,0.95,0.909804,1.0,0.353448,4.496924,0.495078,2.70805,0.0,3.579196,0.455263,0.597516,0.836207,0.95,0.9319,1.0,0.0,4.590109,0.578057,2.70805,0.0,,,0.141098,0.0,11,speed + onset
11 / other / speed + onset,other,52.4,0.0,0.0,,0.608578,0.805556,0.95,0.928571,1.0,0.0,4.355564,0.630227,2.70805,0.0,,,0.608578,0.888889,0.95,0.921875,1.0,0.0,4.478102,0.712497,2.70805,0.0,,,0.0,0.0,11,speed + onset
11 / mixed / speed + onset,mixed,365.4,0.196096,0.005389,0.666667,0.608442,0.823636,0.95,0.938215,1.0,0.439024,4.427986,0.519869,2.70805,0.0,3.577898,0.555009,0.608442,0.876364,0.95,0.948936,1.0,0.011211,4.505102,0.589853,2.70805,0.0,,,0.196096,0.005389,11,speed + onset
11 / lvo / speed + onset + benchmark,lvo,70.4,0.436025,0.022246,0.666667,0.608843,0.969231,0.95,1.0,1.0,0.777778,4.314145,0.494908,2.588615,0.0,3.576811,0.628773,0.608843,0.976923,0.95,1.0,1.0,0.03937,4.32393,0.505124,2.591821,0.0,,,0.436025,0.022246,11,speed + onset + benchmark
11 / nlvo / speed + onset + benchmark,nlvo,242.6,0.159682,0.0,,0.597516,0.772989,0.95,0.909804,1.0,0.4,4.496924,0.495078,2.70805,0.0,3.579196,0.455263,0.597516,0.836207,0.95,0.9319,1.0,0.0,4.590109,0.578057,2.70805,0.0,,,0.159682,0.0,11,speed + onset + benchmark
11 / other / speed + onset + benchmark,other,52.4,0.0,0.0,,0.608578,0.805556,0.95,0.928571,1.0,0.0,4.355564,0.630227,2.70805,0.0,,,0.608578,0.888889,0.95,0.921875,1.0,0.0,4.478102,0.712497,2.70805,0.0,,,0.0,0.0,11,speed + onset + benchmark
11 / mixed / speed + onset + benchmark,mixed,365.4,0.211348,0.005389,0.666667,0.608442,0.823636,0.95,0.938215,1.0,0.473171,4.427986,0.519869,2.70805,0.0,3.577898,0.555009,0.608442,0.876364,0.95,0.948936,1.0,0.011211,4.505102,0.589853,2.70805,0.0,,,0.211348,0.005389,11,speed + onset + benchmark
12 / lvo / base,lvo,71.2,0.294944,0.064607,0.652174,0.365169,0.992308,1.0,0.984496,1.0,0.590551,4.345863,0.44505,3.437433,0.553693,3.45502,0.755786,0.365169,0.992308,1.0,1.0,1.0,0.100775,4.345863,0.44505,3.437433,0.553693,5.217672,0.196838,0.210674,0.036517,12,base
12 / nlvo / base,nlvo,284.0,0.082394,0.003521,0.4,0.311268,0.782805,0.988439,0.897661,1.0,0.263844,4.493259,0.485451,3.701527,0.629647,3.489949,0.591028,0.311268,0.855204,0.992063,0.938667,1.0,0.008523,4.594576,0.572573,3.743839,0.653509,,,0.057042,0.002113,12,base
12 / other / base,other,61.0,0.0,0.0,,0.35082,0.915888,0.959184,0.957447,1.0,0.0,4.451999,0.458212,3.644628,0.58316,,,0.35082,0.953271,0.980392,0.98,1.0,0.0,4.494636,0.496694,3.687754,0.642488,,,0.0,0.0,12,base
12 / mixed / base,mixed,416.2,0.106679,0.013455,0.607143,0.326285,0.843888,0.986038,0.927434,1.0,0.29771,4.453019,0.475012,3.631763,0.61398,3.473156,0.67328,0.326285,0.896907,0.99179,0.958609,1.0,0.027634,4.525155,0.544,3.669112,0.642454,5.232683,0.440687,0.074964,0.007689,12,base
